OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
17-2141,Mechanical Engineers,detailed,293960,1.4,45.94,95560,0.4,28.08,34.56,43.35,54.99,67.82,58410,71880,90160,114380,141060,,
17-2150,"Mining and Geological Engineers, Including Mining Safety Engineers",broad,6270,6.0,48.15,100140,1.7,27.42,34.61,45.1,58.5,75.13,57040,71990,93800,121670,156270,,
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,6270,6.0,48.15,100140,1.7,27.42,34.61,45.1,58.5,75.13,57040,71990,93800,121670,156270,,
17-2160,Nuclear Engineers,broad,15700,4.1,60.16,125130,2.9,35.96,44.44,55.84,68.75,89.21,74800,92440,116140,143000,185550,,
17-2161,Nuclear Engineers,detailed,15700,4.1,60.16,125130,2.9,35.96,44.44,55.84,68.75,89.21,74800,92440,116140,143000,185550,,
17-2170,Petroleum Engineers,broad,27850,5.1,74.2,154330,2.4,37.8,51.99,66.02,90.88,,78620,108130,137330,189030,0,,
17-2171,Petroleum Engineers,detailed,27850,5.1,74.2,154330,2.4,37.8,51.99,66.02,90.88,,78620,108130,137330,189030,0,,
17-2190,Miscellaneous Engineers,broad,152380,1.7,51.47,107060,0.8,26.61,36.24,49.7,64.65,79.83,55360,75380,103380,134480,166050,,
17-2199,"Engineers, All Other",detailed,152380,1.7,51.47,107060,0.8,26.61,36.24,49.7,64.65,79.83,55360,75380,103380,134480,166050,,
17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",minor,660660,0.7,29.64,61660,0.2,17.09,21.68,28.32,36.11,44.82,35540,45090,58900,75110,93230,,
17-3010,Drafters,broad,187670,1.2,29.03,60390,0.3,17.53,22.02,27.87,34.73,42.29,36470,45790,57960,72240,87970,,
17-3011,Architectural and Civil Drafters,detailed,99180,1.7,28.42,59120,0.4,17.59,22.0,27.64,33.74,40.26,36590,45770,57500,70170,83740,,
17-3012,Electrical and Electronics Drafters,detailed,23020,3.9,31.59,65720,1.1,17.8,23.07,29.85,38.34,48.62,37020,47980,62100,79740,101130,,
17-3013,Mechanical Drafters,detailed,51620,1.7,29.56,61490,0.5,17.84,22.19,28.01,35.43,44.43,37100,46150,58270,73700,92410,,
17-3019,"Drafters, All Other",detailed,13850,4.1,27.18,56530,1.0,16.39,19.99,26.2,32.35,39.99,34100,41570,54500,67300,83170,,
17-3020,"Engineering Technologists and Technicians, Except Drafters",broad,419620,0.9,30.64,63740,0.3,17.56,22.36,29.33,37.31,46.32,36520,46500,61000,77610,96340,,
17-3021,Aerospace Engineering and Operations Technologists and Technicians,detailed,11900,7.2,33.98,70680,1.3,20.87,25.86,32.97,40.66,49.74,43400,53790,68570,84580,103450,,
17-3022,Civil Engineering Technologists and Technicians,detailed,67270,1.7,27.21,56590,0.5,16.46,19.64,26.0,32.86,39.88,34230,40850,54080,68350,82960,,
17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,115270,1.5,32.84,68310,0.4,19.31,25.25,32.48,39.15,47.98,40170,52520,67550,81430,99810,,
17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,detailed,13160,3.9,30.19,62800,1.2,17.96,22.42,28.75,36.67,45.83,37350,46640,59800,76270,95340,,
17-3025,Environmental Engineering Technologists and Technicians,detailed,17070,3.9,27.2,56570,1.2,15.79,18.91,24.82,32.26,42.18,32850,39330,51630,67100,87730,,
17-3026,Industrial Engineering Technologists and Technicians,detailed,62980,3.3,28.81,59920,0.7,17.57,21.65,27.56,34.61,41.78,36550,45040,57320,71990,86900,,
17-3027,Mechanical Engineering Technologists and Technicians,detailed,39880,2.2,29.27,60880,0.8,17.4,21.84,28.0,35.48,43.9,36200,45430,58230,73800,91320,,
17-3030,Surveying and Mapping Technicians,broad,53370,3.0,23.93,49770,0.5,14.0,17.19,22.21,29.05,37.25,29110,35760,46200,60430,77480,,
17-3031,Surveying and Mapping Technicians,detailed,53370,3.0,23.93,49770,0.5,14.0,17.19,22.21,29.05,37.25,29110,35760,46200,60430,77480,,
17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",detailed,92100,1.7,32.52,67640,0.8,17.88,23.28,30.86,39.86,49.42,37200,48430,64190,82910,102790,,
19-0000,"Life, Physical, and Social Science Occupations",major,1296060,0.7,38.15,79360,0.4,17.76,24.05,33.54,47.6,63.64,36930,50020,69760,99010,132370,,
19-1000,Life Scientists,minor,311840,2.0,44.09,91710,0.8,22.26,28.58,39.01,54.07,72.11,46310,59450,81130,112460,149980,,
19-1010,Agricultural and Food Scientists,broad,29710,2.8,36.69,76320,1.0,19.48,25.21,33.09,44.99,60.23,40520,52430,68830,93570,125280,,
19-1011,Animal Scientists,detailed,2680,7.3,35.84,74540,2.3,19.58,24.16,30.52,41.87,60.21,40720,50260,63490,87080,125250,,
19-1012,Food Scientists and Technologists,detailed,13080,3.9,38.55,80190,1.4,19.83,26.11,35.31,48.02,62.71,41240,54300,73450,99870,130430,,
19-1013,Soil and Plant Scientists,detailed,13950,4.6,35.12,73040,1.5,19.06,24.72,31.79,42.1,56.46,39650,51420,66120,87560,117450,,
19-1020,Biological Scientists,broad,110600,4.0,44.01,91550,1.3,22.79,29.59,40.01,53.01,71.56,47390,61560,83220,110250,148850,,
19-1021,Biochemists and Biophysicists,detailed,32010,8.0,50.39,104810,2.0,25.31,32.55,45.32,61.53,81.67,52640,67710,94270,127980,169860,,
19-1022,Microbiologists,detailed,19710,9.8,44.15,91840,3.6,21.97,28.27,40.58,57.58,75.17,45690,58800,84400,119770,156360,,
19-1023,Zoologists and Wildlife Biologists,detailed,17200,2.1,33.9,70510,0.6,20.06,25.31,31.9,39.74,51.12,41720,52630,66350,82670,106320,,
19-1029,"Biological Scientists, All Other",detailed,41680,2.5,43.22,89910,0.7,23.59,31.12,41.0,50.55,65.88,49060,64720,85290,105140,137030,,
19-1030,Conservation Scientists and Foresters,broad,31380,1.8,32.75,68120,0.7,19.43,24.31,30.78,38.94,47.95,40420,50560,64010,81000,99740,,
19-1031,Conservation Scientists,detailed,22020,1.9,33.18,69020,0.9,18.86,24.01,30.78,39.78,48.24,39230,49930,64020,82740,100350,,
19-1032,Foresters,detailed,9360,3.9,31.73,66000,1.3,20.43,24.95,30.76,37.03,44.74,42500,51890,63980,77010,93060,,
19-1040,Medical Scientists,broad,133620,2.9,48.45,100780,1.1,24.12,30.32,43.28,60.11,78.5,50160,63060,90010,125030,163280,,
19-1041,Epidemiologists,detailed,7500,2.1,40.2,83620,1.3,23.62,28.55,35.84,46.76,60.6,49140,59380,74560,97270,126040,,
19-1042,"Medical Scientists, Except Epidemiologists",detailed,126110,3.1,48.94,101800,1.1,24.15,30.48,43.99,60.71,79.16,50240,63400,91510,126270,164650,,
19-1090,Miscellaneous Life Scientists,broad,6540,6.1,44.31,92170,3.3,20.12,27.61,39.42,53.55,74.45,41840,57440,82000,111380,154850,,
19-1099,"Life Scientists, All Other",detailed,6540,6.1,44.31,92170,3.3,20.12,27.61,39.42,53.55,74.45,41840,57440,82000,111380,154850,,
19-2000,Physical Scientists,minor,255860,1.2,44.98,93560,0.7,22.15,28.97,40.03,56.14,75.05,46070,60260,83250,116770,156090,,
19-2010,Astronomers and Physicists,broad,18080,4.7,65.62,136480,1.9,32.02,44.88,62.0,82.12,99.92,66600,93360,128950,170800,207830,,
19-2011,Astronomers,detailed,1910,7.2,60.7,126250,3.4,30.0,38.43,57.56,80.15,91.2,62410,79930,119730,166710,189690,,
19-2012,Physicists,detailed,16160,5.1,66.2,137700,2.0,32.43,45.68,62.43,82.12,,67450,95020,129850,170810,0,,
19-2020,Atmospheric and Space Scientists,broad,10210,4.8,48.34,100550,1.4,25.17,34.89,47.95,59.58,73.63,52350,72570,99740,123930,153150,,
19-2021,Atmospheric and Space Scientists,detailed,10210,4.8,48.34,100550,1.4,25.17,34.89,47.95,59.58,73.63,52350,72570,99740,123930,153150,,
19-2030,Chemists and Materials Scientists,broad,89860,1.9,42.21,87800,0.8,21.81,28.29,38.79,53.06,68.28,45370,58850,80680,110370,142010,,
19-2031,Chemists,detailed,82940,2.0,41.54,86410,0.8,21.62,27.92,38.13,52.11,67.14,44970,58070,79300,108390,139650,,
19-2032,Materials Scientists,detailed,6930,7.0,50.21,104450,1.7,26.35,35.16,47.82,62.93,79.47,54810,73130,99460,130890,165290,,
19-2040,Environmental Scientists and Geoscientists,broad,118660,1.6,42.37,88140,1.0,21.45,27.76,37.27,50.75,69.0,44620,57730,77520,105550,143510,,
19-2041,"Environmental Scientists and Specialists, Including Health",detailed,84610,2.0,38.5,80090,0.9,20.66,26.54,35.21,47.17,62.24,42960,55210,73230,98120,129450,,
19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,27890,3.2,53.9,112110,2.3,24.95,31.97,44.99,65.4,96.7,51890,66500,93580,136020,201150,,
19-2043,Hydrologists,detailed,6170,3.8,43.34,90150,1.4,25.44,31.29,40.41,51.26,62.52,52900,65080,84040,106620,130030,,
19-2090,Miscellaneous Physical Scientists,broad,19050,2.3,52.93,110100,1.6,23.94,34.76,51.55,67.38,82.12,49800,72310,107210,140140,170800,,
19-2099,"Physical Scientists, All Other",detailed,19050,2.3,52.93,110100,1.6,23.94,34.76,51.55,67.38,82.12,49800,72310,107210,140140,170800,,
19-3000,Social Scientists and Related Workers,minor,247580,1.1,43.34,90150,0.6,22.44,29.61,39.56,52.38,66.77,46680,61590,82280,108950,138880,,
19-3010,Economists,broad,17520,3.3,58.11,120880,1.5,28.47,38.39,52.09,72.7,95.3,59220,79860,108350,151210,198230,,
19-3011,Economists,detailed,17520,3.3,58.11,120880,1.5,28.47,38.39,52.09,72.7,95.3,59220,79860,108350,151210,198230,,
19-3020,Survey Researchers,broad,10350,5.4,32.19,66960,2.4,16.33,21.48,28.79,39.34,53.32,33970,44680,59870,81830,110910,,
19-3022,Survey Researchers,detailed,10350,5.4,32.19,66960,2.4,16.33,21.48,28.79,39.34,53.32,33970,44680,59870,81830,110910,,
19-3030,Psychologists,broad,127070,1.6,43.61,90710,0.9,22.25,29.54,39.51,52.38,66.15,46270,61440,82180,108940,137590,,
19-3031,"Clinical, Counseling, and School Psychologists",detailed,111320,1.5,42.93,89290,1.1,22.31,29.21,38.37,50.41,66.61,46410,60750,79820,104860,138550,,
19-3032,Industrial-Organizational Psychologists,detailed,780,13.3,54.18,112690,5.8,27.61,33.55,46.28,66.32,92.69,57440,69780,96270,137930,192800,,
19-3039,"Psychologists, All Other",detailed,14960,8.1,48.14,100130,1.8,21.39,36.89,50.86,57.43,64.17,44500,76730,105780,119460,133470,,
19-3040,Sociologists,broad,2470,8.0,44.91,93420,2.3,25.31,31.58,41.4,53.8,68.76,52640,65680,86110,111910,143020,,
19-3041,Sociologists,detailed,2470,8.0,44.91,93420,2.3,25.31,31.58,41.4,53.8,68.76,52640,65680,86110,111910,143020,,
19-3050,Urban and Regional Planners,broad,38190,1.8,38.18,79410,0.6,22.51,28.43,36.52,46.34,56.86,46830,59130,75950,96380,118280,,
19-3051,Urban and Regional Planners,detailed,38190,1.8,38.18,79410,0.6,22.51,28.43,36.52,46.34,56.86,46830,59130,75950,96380,118280,,
19-3090,Miscellaneous Social Scientists and Related Workers,broad,51980,1.8,43.63,90750,1.7,23.73,31.11,41.29,53.67,66.34,49360,64710,85890,111630,137990,,
19-3091,Anthropologists and Archeologists,detailed,7180,6.8,33.64,69960,1.4,19.61,24.6,31.79,40.65,49.41,40800,51170,66130,84560,102770,,
19-3092,Geographers,detailed,1450,2.5,41.16,85620,1.4,25.78,31.79,41.07,49.36,56.3,53630,66130,85430,102660,117100,,
19-3093,Historians,detailed,2770,4.4,32.88,68400,2.7,14.2,19.68,30.33,43.33,55.93,29540,40920,63100,90130,116340,,
19-3094,Political Scientists,detailed,6010,5.3,59.66,124100,2.4,30.21,43.65,60.27,75.82,82.12,62840,90780,125350,157710,170800,,
19-3099,"Social Scientists and Related Workers, All Other",detailed,34570,2.1,43.88,91280,0.9,26.22,33.06,41.95,52.89,64.15,54550,68760,87260,110010,133440,,
19-4000,"Life, Physical, and Social Science Technicians",minor,363880,1.2,25.49,53010,0.5,14.68,17.76,23.29,30.42,39.29,30530,36930,48440,63280,81720,,
19-4010,Agricultural and Food Science Technicians,broad,21940,3.2,22.08,45920,1.5,13.77,16.61,20.18,25.6,32.03,28650,34550,41970,53250,66620,,
19-4010,Agricultural and Food Science Technicians,detailed,21940,3.2,22.08,45920,1.5,13.77,16.61,20.18,25.6,32.03,28650,34550,41970,53250,66620,,
19-4020,Biological Technicians,broad,80640,3.0,23.79,49490,0.6,14.63,17.44,22.28,28.91,35.87,30440,36280,46340,60130,74600,,
19-4021,Biological Technicians,detailed,80640,3.0,23.79,49490,0.6,14.63,17.44,22.28,28.91,35.87,30440,36280,46340,60130,74600,,
19-4030,Chemical Technicians,broad,63490,2.1,25.82,53700,0.7,15.25,18.45,23.95,31.11,39.07,31720,38380,49820,64700,81260,,
19-4031,Chemical Technicians,detailed,63490,2.1,25.82,53700,0.7,15.25,18.45,23.95,31.11,39.07,31720,38380,49820,64700,81260,,
19-4040,Environmental Science and Geoscience Technicians,broad,47440,2.4,26.11,54300,1.1,13.92,17.2,22.95,31.0,42.77,28950,35770,47740,64490,88970,,
19-4042,"Environmental Science and Protection Technicians, Including Health",detailed,31860,2.8,24.5,50960,1.0,14.07,17.26,22.53,29.31,38.72,29280,35900,46850,60960,80530,,
19-4045,Geological and Hydrologic Technicians,detailed,15580,4.6,29.39,61130,2.6,13.56,17.04,24.34,36.85,52.55,28210,35450,50630,76650,109300,,
19-4050,Nuclear Technicians,broad,6160,5.5,40.29,83810,1.8,25.76,31.56,40.48,48.2,56.1,53570,65650,84190,100260,116680,,
19-4051,Nuclear Technicians,detailed,6160,5.5,40.29,83810,1.8,25.76,31.56,40.48,48.2,56.1,53570,65650,84190,100260,116680,,
19-4060,Social Science Research Assistants,broad,35330,5.8,25.75,53560,1.1,14.95,18.87,23.66,30.01,39.08,31090,39250,49210,62420,81280,,
19-4061,Social Science Research Assistants,detailed,35330,5.8,25.75,53560,1.1,14.95,18.87,23.66,30.01,39.08,31090,39250,49210,62420,81280,,
19-4070,Forest and Conservation Technicians,broad,30150,1.3,20.57,42780,0.3,13.45,15.15,18.72,24.63,29.29,27970,31510,38940,51240,60910,,
19-4071,Forest and Conservation Technicians,detailed,30150,1.3,20.57,42780,0.3,13.45,15.15,18.72,24.63,29.29,27970,31510,38940,51240,60910,,
19-4090,"Miscellaneous Life, Physical, and Social Science Technicians",broad,78720,2.0,28.14,58530,1.1,15.34,19.54,25.95,33.42,43.55,31900,40650,53980,69510,90580,,
19-4092,Forensic Science Technicians,detailed,16640,1.5,31.2,64890,0.9,17.61,22.33,29.13,38.14,48.51,36630,46460,60590,79330,100910,,
19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,62080,2.5,27.32,56830,1.5,14.81,18.82,25.22,32.08,41.37,30800,39140,52460,66720,86050,,
19-5000,Occupational Health and Safety Specialists and Technicians,minor,116910,0.9,35.81,74480,0.3,19.8,26.13,34.87,44.27,52.88,41170,54340,72530,92070,109980,,
19-5010,Occupational Health and Safety Specialists and Technicians,broad,116910,0.9,35.81,74480,0.3,19.8,26.13,34.87,44.27,52.88,41170,54340,72530,92070,109980,,
19-5011,Occupational Health and Safety Specialists,detailed,95960,1.0,37.55,78110,0.3,21.49,28.28,36.7,45.76,54.25,44710,58820,76340,95190,112850,,
19-5012,Occupational Health and Safety Technicians,detailed,20950,2.0,27.82,57870,1.0,16.02,20.0,25.65,34.29,43.16,33330,41600,53340,71320,89780,,
21-0000,Community and Social Service Occupations,major,2231070,0.5,25.09,52180,0.4,13.91,17.38,22.85,30.42,39.64,28940,36140,47520,63260,82450,,
21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",minor,2150050,0.5,25.06,52120,0.4,13.97,17.4,22.83,30.39,39.56,29050,36190,47500,63210,82290,,
21-1010,Counselors,broad,774270,0.7,26.34,54780,0.4,14.65,18.27,24.17,31.7,41.19,30470,37990,50270,65940,85670,,
21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,292230,0.8,29.96,62320,0.5,17.12,21.67,27.94,36.5,47.07,35620,45080,58120,75920,97910,,
21-1013,Marriage and Family Therapists,detailed,60850,4.2,27.35,56890,1.5,15.93,18.81,24.69,32.7,44.68,33140,39130,51340,68020,92930,,
21-1015,Rehabilitation Counselors,detailed,100260,2.0,20.23,42080,0.8,12.34,14.33,18.05,24.06,31.82,25660,29800,37530,50040,66180,,
21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,293620,1.2,24.78,51550,0.5,14.71,17.77,22.91,29.69,37.84,30590,36950,47660,61760,78700,,
21-1019,"Counselors, All Other",detailed,27310,5.6,24.42,50800,1.7,14.0,16.92,22.0,29.66,37.99,29120,35190,45760,61700,79030,,
21-1020,Social Workers,broad,681400,0.8,26.9,55950,0.6,15.87,19.21,24.88,32.32,41.26,33020,39950,51760,67230,85820,,
21-1021,"Child, Family, and School Social Workers",detailed,328120,1.2,25.18,52370,1.0,15.53,18.44,23.28,29.85,38.6,32300,38350,48430,62080,80290,,
21-1022,Healthcare Social Workers,detailed,176110,1.5,29.07,60470,0.5,17.36,21.77,27.71,34.67,41.9,36110,45280,57630,72120,87150,,
21-1023,Mental Health and Substance Abuse Social Workers,detailed,116780,1.6,26.22,54540,0.8,14.79,17.89,23.42,31.35,42.03,30770,37220,48720,65210,87420,,
21-1029,"Social Workers, All Other",detailed,60390,1.7,31.22,64940,0.8,17.34,21.7,30.87,40.0,46.22,36070,45130,64210,83200,96140,,
21-1090,Miscellaneous Community and Social Service Specialists,broad,694380,0.8,21.82,45390,0.6,12.71,15.39,19.39,25.75,34.67,26440,32020,40330,53570,72100,,
21-1091,Health Education Specialists,detailed,57920,1.8,29.86,62120,1.5,16.21,20.13,27.16,37.16,48.99,33720,41870,56500,77300,101890,,
21-1092,Probation Officers and Correctional Treatment Specialists,detailed,90070,0.9,29.76,61900,0.9,17.78,21.02,26.77,36.07,47.36,36990,43720,55690,75030,98510,,
21-1093,Social and Human Service Assistants,detailed,399920,1.1,18.38,38230,0.4,12.0,14.05,17.29,21.68,26.96,24950,29220,35960,45100,56080,,
21-1094,Community Health Workers,detailed,58670,2.3,22.12,46000,0.7,13.47,16.33,20.19,26.11,34.03,28010,33960,42000,54320,70790,,
21-1099,"Community and Social Service Specialists, All Other",detailed,87800,1.7,23.85,49600,0.9,13.65,17.29,22.48,29.07,36.74,28390,35970,46770,60470,76430,,
21-2000,Religious Workers,minor,81020,1.7,25.86,53790,0.9,12.58,16.57,23.28,31.09,42.53,26170,34470,48430,64670,88460,,
21-2010,Clergy,broad,52260,2.1,27.19,56560,1.0,13.66,18.32,24.97,32.2,43.04,28410,38110,51940,66980,89510,,
21-2011,Clergy,detailed,52260,2.1,27.19,56560,1.0,13.66,18.32,24.97,32.2,43.04,28410,38110,51940,66980,89510,,
21-2020,"Directors, Religious Activities and Education",broad,19860,2.8,25.32,52660,1.7,12.18,15.79,21.69,30.59,45.19,25340,32830,45110,63630,93990,,
21-2021,"Directors, Religious Activities and Education",detailed,19860,2.8,25.32,52660,1.7,12.18,15.79,21.69,30.59,45.19,25340,32830,45110,63630,93990,,
21-2090,Miscellaneous Religious Workers,broad,8900,5.7,19.26,40070,2.3,11.0,12.92,16.12,23.28,31.65,22880,26870,33530,48430,65830,,
21-2099,"Religious Workers, All Other",detailed,8900,5.7,19.26,40070,2.3,11.0,12.92,16.12,23.28,31.65,22880,26870,33530,48430,65830,,
23-0000,Legal Occupations,major,1154740,0.5,54.0,112320,0.7,18.78,26.39,40.82,71.32,,39070,54880,84910,148340,0,,
23-1000,"Lawyers, Judges, and Related Workers",minor,721750,0.6,69.7,144970,0.7,28.11,39.25,59.79,88.3,,58460,81650,124360,183670,0,,
23-1010,Lawyers and Judicial Law Clerks,broad,672820,0.7,70.7,147050,0.7,28.73,39.68,60.12,90.0,,59760,82540,125040,187200,0,,
23-1011,Lawyers,detailed,658120,0.7,71.59,148910,0.7,29.56,40.6,61.03,91.11,,61490,84450,126930,189520,0,,
23-1012,Judicial Law Clerks,detailed,14690,1.3,30.7,63860,2.7,16.45,20.86,27.65,36.61,50.78,34220,43400,57510,76140,105620,,
23-1020,"Judges, Magistrates, and Other Judicial Workers",broad,48930,0.6,55.96,116390,1.0,20.34,31.71,55.36,78.04,93.56,42300,65950,115150,162330,194610,,
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,14570,0.4,49.06,102050,0.8,22.88,31.38,46.89,63.36,86.97,47580,65260,97520,131790,180910,,
23-1022,"Arbitrators, Mediators, and Conciliators",detailed,5810,4.1,36.75,76440,1.8,18.43,22.81,31.79,48.02,63.08,38330,47440,66130,99870,131210,,
23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,28550,0.5,63.39,131850,0.8,19.36,38.99,67.83,83.68,,40270,81100,141080,174050,0,,
23-2000,Legal Support Workers,minor,432990,1.0,27.83,57890,0.5,15.68,19.43,25.46,32.69,43.31,32610,40420,52960,68000,90080,,
23-2010,Paralegals and Legal Assistants,broad,332720,1.1,27.22,56610,0.6,15.82,19.54,25.44,32.25,40.94,32900,40640,52920,67080,85160,,
23-2011,Paralegals and Legal Assistants,detailed,332720,1.1,27.22,56610,0.6,15.82,19.54,25.44,32.25,40.94,32900,40640,52920,67080,85160,,
23-2090,Miscellaneous Legal Support Workers,broad,100270,2.4,29.88,62150,3.3,15.02,19.06,25.53,35.03,55.34,31240,39640,53110,72860,115110,,
23-2093,"Title Examiners, Abstractors, and Searchers",detailed,54960,4.0,25.45,52950,1.1,14.57,17.95,23.47,30.46,39.51,30320,37330,48820,63360,82180,,
23-2099,"Legal Support Workers, All Other",detailed,45310,2.5,35.25,73320,4.5,15.69,21.31,28.62,46.55,67.56,32640,44330,59540,96820,140520,,
25-0000,Educational Instruction and Library Occupations,major,8446910,0.4,28.75,59810,0.5,11.91,16.46,25.18,35.78,49.31,24770,34250,52380,74430,102570,,
